from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5931307;423;29619;121;77;28257;136;117;34099;157;126;41217;54;34700;48;34700;31
5785641;5931307;386;27003;118;74;25652;142;120;34305;164;128;33041;55;34911;47;34911;31
5785642;5931307;387;27082;118;74;25652;146;122;34422;164;130;33158;55;34312;47;32535;31
5785643;5931307;391;27375;114;72;27286;159;126;34715;164;134;33451;55;36404;47;36406;31
5787544;5931307;416;29130;118;75;27717;133;110;33609;145;119;40728;53;34274;47;34274;30
5787545;5931307;417;29199;118;75;27717;133;111;33678;145;120;40797;53;34560;47;34560;30
5787546;5931307;420;29425;118;75;27717;136;114;33904;157;123;41022;54;33338;47;31562;31
5787547;5931307;384;26889;118;74;25652;151;127;34804;162;135;33540;54;33729;47;31953;31
5787548;5931307;381;26664;118;74;25652;148;123;34531;160;131;33267;55;33851;47;32074;31
5787549;5931307;383;26798;118;74;25652;151;128;34823;161;136;33559;55;34094;47;32317;31
5787550;5931307;396;27710;114;72;27286;162;123;39594;162;119;41581;55;36203;47;36205;31
5789447;5931307;377;26363;107;67;24955;94;71;30842;110;81;37961;49;32084;43;32084;27
5789448;5931307;377;26360;107;67;24952;94;71;30863;110;81;37981;50;32449;43;32449;27
5789449;5931307;377;26420;107;68;25088;94;72;30924;110;82;38042;51;32875;44;32875;28
5789450;5931307;420;29366;107;68;25088;136;114;33846;157;123;40964;51;33193;44;33193;28
5789451;5931307;420;29404;118;75;27717;136;114;33884;157;123;41002;53;34521;47;34521;30
5789452;5931307;376;26325;118;75;27717;148;122;31398;153;131;35431;54;33237;46;31461;30
5789453;5931307;377;26361;118;74;25652;148;122;31434;153;131;35468;54;33414;47;31638;31
5789454;5931307;378;26448;118;74;25652;148;123;31521;155;132;35555;54;33678;47;31902;31
5789455;5931307;380;26625;114;72;27319;153;126;31697;160;134;30433;55;33899;47;32122;31
5789456;5931307;394;27549;114;72;27319;156;121;39433;162;117;41420;57;36113;50;36115;35
5791353;5931307;382;26723;110;70;26005;96;76;31202;116;86;38321;49;31674;43;31674;27
5791354;5931307;378;26491;106;67;24798;94;73;30970;116;83;38088;50;32266;44;32266;28
5791355;5931307;372;26014;106;67;24710;88;68;30631;110;78;37750;50;32446;44;32446;27
5791356;5931307;373;26075;105;67;24658;94;73;30979;116;83;38098;51;33071;45;33071;28
5791357;5931307;374;26163;107;68;25088;96;75;31048;116;85;38166;51;33185;44;33185;28
5791358;5931307;374;26214;107;68;25088;144;120;31286;150;129;35320;51;32732;44;30955;28
5791359;5931307;372;26016;107;68;25088;140;117;31089;141;126;35123;54;33055;46;31279;30
5791360;5931307;372;26070;118;74;25652;142;118;31143;144;127;35177;54;33423;46;31647;30
5791361;5931307;377;26424;114;72;27319;148;123;31496;153;132;35530;54;33777;46;32001;30
5791362;5931307;382;26735;114;72;27319;153;128;31808;161;136;30544;55;34086;47;32309;31
5791363;5931307;393;27544;114;72;27319;156;121;39428;162;117;41415;57;36009;50;36011;35
5793258;5931307;387;27109;109;69;25755;105;81;31588;122;91;38706;51;32939;45;32939;28
5793259;5931307;383;26808;109;69;25699;100;77;31288;116;87;38406;50;32779;44;32779;28
5793260;5931307;383;26843;107;68;25285;100;78;31322;116;88;38441;50;32743;44;32743;28
5793261;5931307;370;25886;105;66;24445;94;71;30767;110;81;37885;50;32523;44;32523;28
5793262;5931307;368;25782;105;66;24487;94;71;30765;110;81;37883;51;32948;45;32948;28
5793263;5931307;369;25830;105;66;24487;102;76;30348;116;86;37466;51;34054;45;34054;28
5793264;5931307;368;25761;104;66;24199;140;114;30833;138;122;34867;53;32676;46;30900;30
5793265;5931307;369;25801;104;66;24137;140;114;30874;140;123;34908;53;33009;46;31232;30
5793266;5931307;369;25810;109;69;24182;140;114;30883;140;123;34917;54;33206;46;31429;30
5793267;5931307;380;26585;109;69;24182;151;125;31658;159;133;30394;54;34001;46;32224;30
5793268;5931307;385;26982;114;72;27319;163;145;32167;164;139;30791;55;34227;47;32450;31
5793269;5931307;398;27845;115;73;27265;169;131;40109;162;127;42096;57;33039;50;31263;35
5793270;5931307;395;27665;115;73;27265;164;128;39928;162;124;41916;57;36117;50;36209;35
5795164;5931307;388;27184;109;69;25699;107;82;31663;122;92;38782;51;33063;45;33063;28
5795165;5931307;389;27265;109;69;25699;109;84;31744;122;94;38863;51;34839;45;34839;28
5795166;5931307;389;27195;104;66;24175;107;83;31675;122;93;38793;54;34688;47;34688;30
5795167;5931307;365;25561;105;66;24412;94;72;30066;116;82;37184;51;33074;45;33074;28
5795168;5931307;365;25562;104;66;24199;94;72;30066;116;82;37185;52;33636;46;33636;29
5795169;5931307;366;25642;104;66;24199;94;74;30161;116;84;37279;52;33858;46;33858;29
5795170;5931307;364;25491;104;66;24137;140;110;30564;136;119;34597;52;32415;46;30638;29
5795171;5931307;363;25410;103;66;24040;140;109;30482;136;117;34516;53;32716;46;30939;30
5795172;5931307;368;25744;109;69;24182;140;113;30817;138;122;34851;54;33158;46;31382;30
5795173;5931307;371;25973;109;69;24182;140;117;31046;140;125;35079;54;33249;46;31473;30
5795174;5931307;368;25782;109;69;24182;140;114;30855;138;123;34889;54;32883;47;31107;31
5795175;5931307;367;25720;109;69;24182;140;113;30792;138;122;34826;54;33020;47;31243;31
5795176;5931307;396;27701;107;68;23993;164;129;39965;162;125;41952;55;32544;47;30767;31
5797069;5931307;373;26142;107;68;26246;122;84;26878;125;113;28322;-1;-1;-1;-1;-1
5797070;5931307;391;27382;107;68;26246;109;85;31861;122;95;38980;52;33341;46;33341;29
5797071;5931307;393;27499;104;66;24175;109;87;31978;122;97;39097;54;34741;47;34741;30
5797072;5931307;366;25652;104;66;24175;94;74;30157;116;84;37275;54;34458;47;34458;30
5797073;5931307;362;25367;104;66;24175;94;69;29872;110;79;36990;52;34542;45;34542;29
5797074;5931307;361;25249;103;65;23930;88;68;29768;110;78;36886;52;33407;45;33407;29
5797075;5931307;364;25458;104;66;24137;94;71;29976;110;81;37095;52;33740;46;33740;29
5797076;5931307;360;25174;103;66;24040;134;105;30247;133;114;34280;53;32362;47;30585;30
5797077;5931307;361;25301;103;66;24040;134;107;30373;134;116;34407;53;32794;46;31018;30
5797078;5931307;366;25634;109;69;24182;140;112;30707;136;121;34741;54;33331;46;31555;30
5797079;5931307;365;25542;109;69;24182;140;110;30614;136;119;34648;54;33168;46;31391;30
5797080;5931307;366;25586;109;69;24182;140;111;30659;136;120;34693;54;32379;47;30602;31
5797081;5931307;365;25572;109;69;24182;140;111;30645;136;120;34679;54;32999;47;31222;31
5797082;5931307;362;25366;107;68;23993;142;127;30084;148;123;41816;55;32530;47;30754;31
5798974;5931307;354;24769;103;65;24815;106;64;25505;107;94;26949;44;29485;39;29485;24
5798975;5931307;396;27742;111;70;26392;113;90;32222;134;99;39340;52;33688;46;33688;29
5798976;5931307;396;27737;111;70;26392;113;90;32216;134;99;39334;52;33576;46;33576;29
5798977;5931307;396;27744;104;66;24175;113;90;32223;134;99;39341;53;34781;47;34781;30
5798978;5931307;360;25182;102;65;23599;94;71;29696;110;81;36814;53;34252;47;34252;30
5798979;5931307;357;25006;102;64;23488;91;68;29519;110;78;36637;54;34611;47;34611;30
5798980;5931307;357;25006;102;65;23608;91;68;29519;110;78;36637;52;33770;46;33770;29
5798981;5931307;361;25277;103;65;23907;94;72;29790;116;82;36909;53;34158;47;34158;30
5798982;5931307;357;25006;103;66;24040;129;103;30079;130;113;37197;53;32222;47;30446;30
5798983;5931307;355;24881;103;66;24040;129;101;29953;127;110;33987;53;32162;45;30386;29
5798984;5931307;355;24874;106;67;23450;127;101;29946;127;110;33980;53;32154;45;30377;29
5798985;5931307;361;25238;106;67;23450;134;106;30311;133;115;34345;53;32046;45;30269;29
5798986;5931307;359;25100;109;69;24182;129;104;30173;132;113;34207;53;32312;45;30535;29
5798987;5931307;362;25356;109;69;24182;134;108;30429;136;117;34463;54;32771;47;30995;31
5798988;5931307;356;24950;105;66;23459;135;121;29668;144;124;41881;53;32006;46;30229;30
5800879;5931307;347;24273;101;64;24477;88;55;25008;98;86;26453;45;29206;40;29206;24
5800880;5931307;351;24552;102;65;24811;95;59;25287;103;90;26732;44;29481;39;29481;24
5800881;5931307;399;27947;102;65;24811;115;93;32426;134;102;39545;52;29109;46;29109;29
5800882;5931307;358;25094;111;70;26392;109;90;30465;126;100;37583;54;36283;46;36283;30
5800883;5931307;359;25130;103;65;23921;115;90;30501;132;99;37619;54;36060;46;36060;30
5800884;5931307;358;25051;102;65;23598;94;69;29588;110;79;36706;53;34069;46;34069;29
5800885;5931307;354;24787;102;65;23587;86;66;29361;110;76;36480;52;33772;46;33772;29
5800886;5931307;352;24639;102;65;23584;88;68;29504;110;78;36623;52;34063;45;34063;29
5800887;5931307;354;24760;103;65;23907;94;72;29778;110;82;36896;52;34147;45;34147;29
5800888;5931307;346;24217;103;65;22697;117;92;29290;121;100;33324;52;31338;44;29562;29
5800889;5931307;352;24621;103;65;22697;125;97;29694;124;106;33728;53;31927;45;30151;29
5800890;5931307;353;24697;103;65;22820;125;98;29770;126;107;33804;53;31840;45;30064;29
5800891;5931307;356;24908;106;67;23393;129;101;29981;130;111;37099;53;31717;45;29940;29
5800892;5931307;355;24845;106;67;23450;127;101;29917;126;109;33951;53;32191;45;30415;29
5800893;5931307;357;25006;106;67;23450;129;103;30079;130;113;37197;53;32732;45;30956;29
5800894;5931307;355;24859;105;66;23459;133;119;29578;138;127;42140;53;32012;46;30236;30
5800895;5931307;352;24620;104;66;23290;132;116;29338;136;127;30680;53;31912;46;30136;30
5802783;5931307;345;24175;100;64;24227;84;54;24910;96;85;26355;45;29203;40;29203;24
5802784;5931307;344;24055;100;64;24227;80;52;24791;96;83;26236;45;29173;40;29173;24
5802785;5931307;348;24334;102;65;24799;91;56;25070;98;87;26514;45;28679;40;28679;24
5802786;5931307;360;25231;102;65;24811;117;92;30602;132;101;37720;54;28861;46;28861;30
5802787;5931307;357;24994;102;65;24811;109;88;30365;126;98;37483;54;36094;46;36094;30
5802788;5931307;354;24796;103;65;23931;109;85;30167;122;95;37286;53;35847;46;35847;30
5802789;5931307;354;24797;103;65;23931;109;85;30168;122;95;37286;53;34310;47;34310;30
5802790;5931307;355;24865;103;65;23981;94;69;29610;110;79;36729;53;33832;47;33832;30
5802791;5931307;348;24367;100;63;23009;91;68;28968;110;78;36086;52;34106;45;34106;29
5802792;5931307;351;24603;100;63;23009;94;72;29204;110;82;36323;53;34408;46;34408;29
5802793;5931307;343;23989;103;65;22697;109;88;29062;116;97;33096;52;31279;44;29503;29
5802794;5931307;347;24325;103;65;22697;117;93;29397;122;102;33431;52;31565;45;29788;29
5802795;5931307;348;24325;103;65;22820;117;93;29398;122;102;33432;53;31565;45;29789;29
5802796;5931307;349;24439;106;67;23380;117;95;29512;122;104;33545;52;31762;45;29985;29
5802797;5931307;354;24800;106;67;23435;125;100;29873;126;109;33906;53;32082;45;30306;29
5802798;5931307;357;24974;105;66;23107;129;102;30047;130;112;37166;53;31825;45;30049;29
5802799;5931307;347;24303;102;65;22871;128;111;29021;130;122;30363;52;31326;45;29549;30
5802800;5931307;346;24224;102;65;22970;128;110;28942;127;121;30284;52;31493;45;29717;30
5802801;5931307;351;24554;103;65;23140;132;115;29310;136;127;30652;53;31853;45;30076;30
5804689;5931307;343;24009;102;65;24134;76;51;24744;90;74;25592;46;28894;40;28894;25
5804690;5931307;341;23838;100;64;23908;75;49;24574;93;80;26018;45;28885;40;28885;24
5804691;5931307;343;24039;105;66;24119;88;56;25098;96;85;24916;44;28869;39;28869;23
5804692;5931307;346;24231;107;68;24208;95;59;25290;98;88;25108;46;29308;40;29308;25
5804693;5931307;357;24995;107;68;24208;109;88;30366;126;98;37484;53;36158;45;36158;30
5804694;5931307;351;24556;104;66;24109;109;82;29927;122;92;37045;53;35764;45;35764;30
5804695;5931307;350;24482;104;66;24109;109;81;29853;120;91;36971;53;34397;47;34397;30
5804696;5931307;346;24206;99;63;22731;86;66;28833;110;76;35952;52;34846;45;34846;29
5804697;5931307;345;24137;99;63;22769;86;65;28738;110;75;35857;52;34442;45;34442;29
5804698;5931307;352;24665;101;64;23367;94;73;29266;116;83;36385;53;34509;46;34509;30
5804699;5931307;340;23767;102;64;22454;109;85;28840;114;94;32874;52;30996;44;29219;29
5804700;5931307;339;23726;101;64;22322;109;85;28798;114;93;32832;51;30936;44;29159;28
5804701;5931307;343;23976;103;65;22806;109;88;29048;116;97;33082;52;31325;44;29548;29
5804702;5931307;343;24039;101;64;22456;109;89;29112;116;98;33146;52;31143;45;29367;29
5804703;5931307;346;24189;105;66;23107;117;91;29261;121;100;33295;53;31318;45;29541;30
5804704;5931307;348;24337;105;66;23107;117;93;29410;122;102;33443;53;31717;45;29941;30
5804705;5931307;344;24059;105;66;23107;126;108;28777;126;119;30119;53;31140;45;29363;30
5804706;5931307;343;24019;102;65;22865;126;107;28737;126;118;30080;52;31429;45;29652;30
5804707;5931307;347;24293;103;65;23140;128;111;29012;130;122;30354;53;31942;45;30165;30
5806593;5931307;343;24024;102;65;24227;69;52;24759;87;68;25154;46;28991;41;28991;25
5806594;5931307;338;23654;100;63;23819;73;46;24390;90;73;25513;45;28644;40;28644;24
5806595;5931307;337;23620;99;63;23717;75;46;24356;93;77;25801;45;28526;39;28526;24
5806596;5931307;340;23805;105;66;24119;80;53;24864;93;82;24682;44;28252;39;28252;23
5806597;5931307;345;24180;107;68;24208;91;58;25240;98;87;25058;47;29162;42;29162;26
5806598;5931307;350;24490;105;66;23749;102;65;25550;104;92;25368;47;29394;41;29394;25
5806599;5931307;348;24392;99;63;22802;109;80;29763;120;90;36882;53;35515;45;35515;29
5806600;5931307;345;24164;99;63;22802;102;76;29536;116;86;36654;52;35372;45;35372;29
5806601;5931307;342;23966;99;63;22731;88;68;28946;110;78;36064;52;34767;44;34767;29
5806602;5931307;346;24248;100;63;22966;86;67;28875;110;77;35994;52;34580;45;34580;29
5806603;5931307;349;24396;100;63;23009;94;69;29024;110;79;36142;52;30941;45;29165;29
5806604;5931307;339;23763;100;63;22174;109;85;28835;114;94;32869;51;30878;44;29102;28
5806605;5931307;335;23450;100;63;22174;109;81;28522;112;89;32556;51;30741;44;28965;28
5806606;5931307;338;23637;101;64;22447;109;83;28710;114;92;32744;51;30802;44;29025;28
5806607;5931307;340;23820;101;64;22454;109;86;28892;115;95;32926;52;31164;44;29388;29
5806608;5931307;345;24140;102;65;22672;115;90;29213;121;99;33246;52;31509;44;29732;29
5806609;5931307;349;24460;105;66;23107;119;95;29533;122;104;33567;53;31689;45;29913;30
5806610;5931307;339;23703;100;63;22216;120;103;28422;123;114;29764;51;30876;44;29100;29
5806611;5931307;341;23863;100;63;22216;126;105;28581;125;116;29924;51;31281;44;29505;29
5806612;5931307;344;24110;101;64;22431;128;113;27994;127;120;30170;52;31432;45;29655;29
5806613;5931307;339;23764;107;68;24164;153;136;29610;143;126;33027;55;32730;47;30954;31
5808496;5931307;344;24080;102;65;24222;70;57;25105;77;63;24789;47;28921;41;28921;26
5808497;5931307;348;24351;103;65;24533;76;56;25086;88;73;25506;47;29369;41;29369;26
5808498;5931307;346;24247;104;66;24403;78;55;24982;90;75;25628;47;29159;41;29159;25
5808499;5931307;334;23406;99;63;23681;75;47;24465;93;76;24283;45;28384;39;28384;24
5808500;5931307;339;23696;113;71;24172;80;52;24756;93;80;24574;46;27957;41;27957;25
5808501;5931307;350;24531;116;74;24327;106;65;25591;104;92;25409;47;29471;41;29471;26
5808502;5931307;351;24543;105;66;23749;106;66;25603;104;92;25421;47;29669;41;29669;26
5808503;5931307;350;24490;103;65;23653;109;81;29861;120;91;36980;47;35643;41;35643;26
5808504;5931307;345;24178;99;63;22802;102;77;29549;116;87;36667;52;35263;45;35263;29
5808505;5931307;340;23798;98;62;22452;94;71;29170;110;81;36288;52;34942;44;34942;28
5808506;5931307;339;23713;98;62;22382;94;71;29158;110;81;36276;52;30911;44;29135;28
5808507;5931307;336;23495;100;63;22228;109;78;28375;111;88;32453;52;30715;45;28939;29
5808508;5931307;333;23310;99;62;21941;96;76;28190;111;85;32268;51;30416;43;28640;28
5808509;5931307;332;23253;98;62;21834;102;78;28326;111;87;32360;51;30491;44;28715;28
5808510;5931307;336;23554;99;63;21944;109;82;28627;112;91;32661;52;30980;44;29204;29
5808511;5931307;335;23434;102;65;22672;109;80;28506;112;89;32540;52;31382;44;29605;29
5808512;5931307;338;23677;102;65;22672;120;102;28395;123;114;29738;52;31567;44;29791;29
5808513;5931307;335;23476;98;62;21941;117;100;28194;123;111;26097;51;30366;44;28590;29
5808514;5931307;334;23391;100;63;22216;117;98;28109;120;110;29887;51;30626;44;28850;29
5808515;5931307;338;23682;101;64;22431;120;102;28400;123;114;29743;52;30890;44;29114;29
5808516;5931307;342;23919;106;67;22976;126;106;28638;125;117;29980;52;31349;45;29573;29
5808517;5931307;343;24038;106;67;22976;127;110;28290;126;115;29232;52;31535;45;29759;29
5808518;5931307;337;23587;106;67;22976;128;115;28676;132;121;29617;55;33009;47;31233;31
5810399;5931307;340;23817;101;64;23920;72;55;24525;70;59;24525;45;28525;40;28525;25
5810400;5931307;343;23994;101;64;24050;74;57;24703;76;61;24703;47;28952;42;28952;26
5810401;5931307;351;24539;103;65;24611;78;59;25275;93;76;25694;48;29506;42;29506;26
5810402;5931307;330;23085;103;65;24611;71;49;24607;88;72;23962;48;28030;42;28030;26
5810403;5931307;331;23156;101;64;23639;71;50;24621;88;73;24034;44;28358;38;28358;24
5810404;5931307;340;23802;116;74;24327;80;53;24861;93;82;24680;45;27964;39;27964;24
5810405;5931307;351;24588;116;74;24327;106;66;25647;107;93;25466;47;29624;41;29624;26
5810406;5931307;353;24693;103;65;23653;106;68;25753;107;95;25571;47;29719;42;29719;26
5810407;5931307;355;24858;102;65;23471;106;70;25918;113;97;25736;52;31387;44;29610;29
5810408;5931307;344;24113;99;63;22396;96;76;29484;116;86;36603;52;31052;44;29276;28
5810409;5931307;336;23502;97;62;22257;88;68;28129;110;78;35247;51;30677;44;28900;28
5810410;5931307;333;23312;96;61;21970;86;65;27940;110;75;35058;51;30499;43;28722;28
5810411;5931307;337;23566;97;61;21990;109;80;28447;112;89;32524;51;30663;43;28887;28
5810412;5931307;329;23017;98;62;21867;94;72;27897;107;82;35016;51;30359;43;28582;28
5810413;5931307;327;22860;96;61;21438;94;72;27932;107;81;31966;50;30146;43;28369;28
5810414;5931307;329;23031;98;62;21756;94;75;28104;108;83;32137;51;30408;43;28632;28
5810415;5931307;335;23438;98;62;21756;109;80;28511;112;89;32545;51;30725;44;28948;28
5810416;5931307;330;23121;102;65;22672;113;94;27839;116;106;29617;50;30154;43;28377;28
5810417;5931307;330;23089;98;62;21941;113;94;27807;114;106;29585;50;30233;43;28456;28
5810418;5931307;334;23347;98;62;21941;117;98;28065;120;109;29843;51;30663;44;28886;29
5810419;5931307;341;23881;99;63;22391;126;105;28599;125;116;29942;52;31014;44;29238;29
5810420;5931307;344;24102;106;67;22976;127;111;28393;126;117;29334;52;31417;45;29641;29
5810421;5931307;341;23846;106;67;22976;127;110;28278;126;115;29219;52;31524;45;29748;29
5810422;5931307;339;23708;106;67;22976;128;113;28520;127;119;29461;50;32844;43;31068;29
5810423;5931307;333;23288;101;64;23165;145;133;31321;138;119;32551;50;29126;43;29126;29
5810457;5931307;272;19038;82;52;19586;77;62;21952;71;57;23283;40;25944;34;25945;22
5810458;5931307;268;18753;85;54;18784;75;60;21815;71;55;23147;40;26498;34;26500;22
5810462;5931307;264;18503;84;53;18815;65;55;21608;62;45;21608;40;22642;34;22168;22
5810463;5931307;264;18498;84;53;18739;59;52;21384;56;42;21384;40;22714;34;22239;23
5810464;5931307;265;18539;84;53;18771;60;55;21586;58;45;21586;39;25255;34;25285;22
5812300;5931307;334;23382;99;63;23521;67;49;24091;63;53;24091;45;28133;40;28133;25
5812301;5931307;337;23614;100;63;23725;70;52;24322;70;56;24322;45;28610;40;28610;25
5812302;5931307;342;23920;101;64;23865;74;56;24629;73;60;24629;45;29037;40;29037;25
5812303;5931307;330;23097;103;65;24611;76;58;25179;88;72;23974;44;29570;38;29570;24
5812304;5931307;326;22843;101;64;23639;74;54;24933;87;68;23721;44;27801;38;27801;24
5812305;5931307;327;22894;101;64;23639;74;55;24990;87;69;23771;43;27369;38;27369;23
5812306;5931307;329;23007;100;64;23418;74;59;23758;88;71;23884;45;28227;40;28227;25
5812307;5931307;331;23145;100;63;23315;81;70;24023;88;73;24023;45;28105;40;28105;25
5812308;5931307;335;23466;100;63;23116;100;87;25236;98;90;25236;48;29321;42;29321;26
5812309;5931307;335;23479;102;65;23471;102;80;25121;103;90;25248;52;31320;44;29544;29
5812310;5931307;338;23676;100;63;22481;106;83;25318;104;93;25445;52;31126;44;29350;29
5812311;5931307;335;23448;100;63;22457;88;67;28075;110;77;35193;51;30680;44;28904;28
5812312;5931307;331;23149;96;61;21858;86;64;27832;108;74;34950;50;30429;43;28652;28
5812313;5931307;328;22977;95;60;21646;86;67;28046;107;77;35164;50;30139;43;28362;28
5812314;5931307;327;22905;96;61;21619;88;67;27604;104;77;34722;50;30156;43;28379;28
5812315;5931307;323;22600;95;60;21283;91;70;27788;103;79;31821;49;29853;42;28076;27
5812316;5931307;326;22802;96;61;21499;94;73;27479;106;83;32113;50;30223;43;28447;28
5812317;5931307;329;23048;96;61;21499;102;76;27725;108;87;32359;50;30630;43;28854;28
5812318;5931307;328;22985;96;61;21499;113;93;27703;112;104;29481;50;30012;43;28235;28
5812319;5931307;326;22838;98;62;21941;107;90;27556;111;102;29334;50;30242;43;28466;28
5812320;5931307;338;23680;99;63;22391;120;102;28399;123;114;29741;52;30731;44;28955;29
5812321;5931307;339;23702;99;63;22391;120;103;28421;123;114;29763;52;31099;45;29323;29
5812322;5931307;341;23868;99;63;22391;122;102;27747;121;108;28688;52;31527;45;29750;29
5812323;5931307;345;24125;106;67;22976;124;106;28004;124;111;28945;52;30873;45;29097;29
5812324;5931307;345;24141;104;66;23313;128;114;28597;128;120;29539;50;29314;43;29314;29
5812325;5931307;334;23388;104;66;23313;145;133;31282;138;117;31620;50;29133;43;29133;29
5812353;5931307;267;18717;77;49;18535;61;49;24806;68;48;24806;37;24467;32;24469;20
5812354;5931307;270;18922;78;49;18832;63;52;25013;70;51;25013;38;24686;32;24688;20
5812355;5931307;278;19474;80;51;19411;68;61;25588;75;60;25588;39;24824;33;24826;21
5812356;5931307;277;19356;80;51;19407;65;59;25448;72;58;25448;38;25246;33;25247;21
5812358;5931307;276;19299;81;51;19685;84;72;22348;85;66;22348;38;25926;33;25927;21
5812359;5931307;273;19097;84;53;18523;82;70;22146;79;64;22146;41;25955;35;25956;23
5812360;5931307;268;18762;84;53;18574;80;65;21811;76;59;21811;41;26904;35;26906;23
5812361;5931307;266;18624;86;54;18804;77;64;21501;69;54;21501;41;26876;35;26878;22
5812362;5931307;263;18411;83;53;18473;69;56;21034;68;53;22288;40;22668;34;22193;22
5812363;5931307;261;18298;83;53;18462;66;56;20917;68;51;22175;40;22598;34;22123;22
5812364;5931307;261;18265;83;52;18447;63;51;20893;58;41;20893;40;22497;34;22022;22
5812365;5931307;262;18361;83;52;18452;63;53;21000;58;43;21000;40;22840;34;22365;22
5812366;5931307;261;18264;83;53;18573;63;54;22951;62;56;22512;40;25467;34;25498;23
5814173;5931307;441;30884;133;84;31082;111;89;32937;128;89;32937;62;39349;53;39337;36
5814174;5931307;451;31562;137;86;31702;115;98;33616;134;98;33616;63;39989;54;39978;36
5814175;5931307;452;31654;137;86;31702;115;100;33707;134;100;33707;63;38491;54;38480;36
5814176;5931307;421;29501;122;78;29740;146;131;35777;154;129;35777;60;36876;52;36865;34
5814201;5931307;331;23196;98;62;23380;65;46;23905;63;50;23905;45;28152;39;28152;24
5814202;5931307;335;23446;99;63;23563;67;50;24155;63;54;24155;45;27813;40;27813;25
5814203;5931307;342;23938;96;61;22954;74;57;24646;73;61;24646;44;28746;39;28746;24
5814204;5931307;327;22888;96;61;22954;74;57;23639;87;69;23765;44;27834;39;27834;24
5814205;5931307;323;22618;95;60;22580;69;53;23369;87;65;23496;44;27468;38;27468;23
5814206;5931307;323;22616;101;64;23521;69;53;23367;87;65;23493;43;27222;38;27222;23
5814207;5931307;325;22763;100;63;23315;72;55;23514;87;67;23641;44;27860;39;27860;24
5814208;5931307;328;22926;98;62;22998;74;57;23677;87;69;23803;45;27996;40;27996;25
5814209;5931307;333;23319;100;63;23116;100;85;25088;98;88;25088;47;29148;42;29148;26
5814210;5931307;332;23255;100;63;23116;100;84;25025;98;87;25025;47;29141;42;29141;26
5814211;5931307;335;23472;100;63;22481;100;87;25241;98;90;25241;52;31370;44;29593;29
5814212;5931307;336;23528;97;61;22107;91;68;28156;110;78;35274;51;30841;44;29064;28
5814213;5931307;331;23183;97;61;22107;91;69;28184;108;79;35302;51;30761;44;28984;28
5814214;5931307;326;22831;95;60;21414;86;65;27462;105;75;34580;50;30010;43;28233;27
5814215;5931307;324;22693;94;60;21313;86;63;27324;103;73;34443;50;30049;42;28273;27
5814216;5931307;320;22432;95;60;21600;88;67;27109;102;78;34227;51;29727;43;27950;28
5814217;5931307;321;22454;96;61;21499;88;68;27131;102;79;34249;50;29682;43;27906;28
5814218;5931307;322;22521;96;61;21499;88;69;27198;105;80;34316;50;30318;43;28542;28
5814219;5931307;325;22780;94;59;20909;102;90;27499;110;101;29277;50;29922;43;28145;28
5814220;5931307;323;22596;94;59;20909;100;87;27315;108;99;29093;50;30002;43;28226;28
5814221;5931307;342;23946;99;63;22391;126;106;28664;125;117;30007;50;31081;43;29305;28
5814222;5931307;342;23966;99;63;22391;126;107;28684;126;118;30026;52;31271;45;29494;29
5814223;5931307;338;23649;108;69;22187;120;99;27529;115;104;28470;52;30794;45;29017;29
5814224;5931307;337;23603;108;69;22187;120;98;27482;113;104;28424;52;30882;45;29106;30
5814225;5931307;335;23460;108;68;22205;145;133;31277;138;117;31615;53;29364;46;29364;31
5814226;5931307;332;23226;104;66;23313;142;129;31043;135;114;31380;53;29189;46;29189;31
5814227;5931307;327;22911;104;66;23313;136;125;30728;132;110;31066;50;29350;43;29350;29
5814253;5931307;260;18203;75;47;17946;63;53;25199;72;54;25173;37;24515;32;24517;20
5814254;5931307;263;18395;77;49;18535;76;58;20869;77;55;20869;37;24729;32;24731;20
5814255;5931307;262;18342;78;49;18896;74;57;20815;70;54;20815;38;24904;32;24906;20
5814256;5931307;280;19635;80;51;19419;71;63;25750;81;62;25750;40;25307;34;25308;22
5814257;5931307;287;20081;84;53;20020;80;69;26174;86;68;26174;40;25790;34;25791;22
5814258;5931307;283;19783;82;52;19753;75;65;25876;81;64;25876;39;25632;33;25633;21
5814259;5931307;286;20004;83;52;19886;76;68;26096;86;67;26096;39;25901;34;25903;21
5814260;5931307;272;19074;84;53;18523;82;69;22122;77;63;22122;41;21621;35;21520;23
5814261;5931307;269;18819;84;53;18523;80;66;21867;76;60;21867;41;27099;35;22033;23
5814262;5931307;267;18679;82;52;18285;74;62;21302;68;52;21302;41;26972;35;26974;23
5814263;5931307;265;18566;82;52;18170;74;60;21189;68;55;22444;40;27231;34;22263;23
5814264;5931307;259;18138;83;53;18342;66;52;20771;64;44;20771;40;22348;34;21873;22
5814265;5931307;255;17874;82;52;18149;62;50;20522;59;40;20522;39;22077;33;21602;22
5814266;5931307;255;17843;81;51;18064;65;55;20871;67;52;20871;39;22541;34;22066;22
5814267;5931307;256;17950;81;51;18143;63;54;22007;65;53;22007;39;21966;33;21491;22
