from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5798979;5960105;354;24779;105;66;24844;86;67;26269;107;70;26269;50;29250;45;29288;28
5798980;5960105;354;24780;105;67;24963;86;67;26269;107;70;26269;48;28410;43;28448;27
5798981;5960105;358;25051;106;67;25263;89;71;26541;112;74;26541;49;28798;44;28835;28
5798982;5960105;354;24780;107;67;25395;130;106;26234;126;105;26829;49;26862;44;25123;28
5798983;5960105;352;24654;107;67;25395;130;105;26109;124;103;26704;51;26802;45;25063;27
5798984;5960105;352;24648;109;69;24805;127;100;26696;124;103;26696;51;26794;45;25055;27
5798985;5960105;357;25012;109;69;24805;135;110;26467;130;108;27061;51;26686;45;24947;27
5798986;5960105;355;24874;112;71;25537;130;108;26329;130;106;26923;51;26952;45;25213;27
5798987;5960105;359;25130;112;71;25537;135;111;26585;131;110;27179;52;27411;46;25672;28
5798988;5960105;353;24724;108;68;24814;137;124;25824;138;121;25585;51;26646;46;24907;28
5800879;5960105;344;24047;99;63;24156;77;48;23040;85;72;24484;41;23845;37;23883;22
5800880;5960105;348;24326;100;64;24490;83;52;23319;90;76;24763;40;24121;37;24158;22
5800881;5960105;396;27721;100;64;24490;111;93;29176;128;96;29176;48;23749;43;23786;27
5800882;5960105;355;24868;114;72;27747;106;89;27215;123;92;27215;52;30923;46;30961;28
5800883;5960105;356;24904;106;67;25276;111;89;27251;128;92;27251;51;30700;46;30738;28
5800884;5960105;355;24825;105;66;24953;89;68;26338;107;71;26338;49;28709;44;28746;27
5800885;5960105;351;24561;105;66;24942;80;65;26111;107;68;26111;48;28411;43;28449;27
5800886;5960105;349;24413;105;66;24939;83;67;26255;107;70;26255;49;28702;43;28740;27
5800887;5960105;350;24533;106;67;25263;89;71;26528;107;74;26528;49;28787;43;28824;27
5800888;5960105;343;23991;106;67;24052;115;91;26040;117;94;26040;49;25978;44;24239;26
5800889;5960105;349;24395;106;67;24052;123;97;26444;120;100;26444;50;26567;45;24828;27
5800890;5960105;350;24471;106;67;24176;123;98;26520;121;101;26520;51;26480;45;24741;27
5800891;5960105;353;24682;109;69;24748;130;105;26136;126;104;26731;50;26357;45;24618;27
5800892;5960105;352;24619;109;69;24805;127;100;26668;121;103;26668;51;26831;45;25092;27
5800893;5960105;354;24780;109;69;24805;130;106;26234;126;105;26829;51;27372;45;25633;27
5800894;5960105;352;24633;108;68;24814;135;123;25733;133;120;25494;51;26652;46;24913;28
5800895;5960105;348;24394;107;68;24645;134;119;25494;131;117;25255;51;26552;46;24813;28
5802783;5960105;342;23949;98;62;23906;73;47;22942;84;70;24386;41;23842;37;23880;22
5802784;5960105;340;23829;98;62;23906;69;45;22822;84;69;24267;41;23813;37;23851;22
5802785;5960105;344;24108;100;63;24477;79;49;23101;85;73;24546;41;23319;37;23356;22
5802786;5960105;357;25005;100;64;24490;115;91;27352;128;94;27352;51;23501;46;23539;28
5802787;5960105;354;24768;100;64;24490;106;87;27115;123;90;27115;51;30734;46;30772;28
5802788;5960105;351;24570;106;67;25286;106;85;26917;117;88;26917;51;30487;46;30525;28
5802789;5960105;351;24570;106;67;25286;106;85;26918;117;88;26918;49;28950;44;28987;27
5802790;5960105;352;24639;106;67;25336;89;69;26360;107;72;26360;49;28472;44;28510;27
5802791;5960105;345;24141;103;65;24365;86;67;25718;107;70;25718;49;28745;44;28783;27
5802792;5960105;348;24377;103;65;24364;89;71;25954;107;74;25954;49;29048;44;29085;27
5802793;5960105;339;23763;106;67;24052;106;88;25812;115;91;25812;49;25919;44;24180;26
5802794;5960105;344;24098;106;67;24052;115;92;26148;120;95;26148;50;26204;45;24465;27
5802795;5960105;344;24099;106;67;24176;115;92;26148;120;95;26148;50;26205;45;24466;27
5802796;5960105;346;24213;109;69;24735;115;94;26262;120;97;26262;50;26401;45;24662;27
5802797;5960105;351;24574;109;69;24790;123;99;26623;121;102;26623;51;26722;45;24983;27
5802798;5960105;354;24748;108;68;24462;130;106;26203;126;105;26797;51;26465;45;24726;27
5802799;5960105;344;24077;105;67;24227;128;115;25176;125;112;24938;50;25965;45;24226;27
5802800;5960105;343;23998;105;67;24325;128;114;25097;123;111;24858;50;26133;45;24394;27
5802801;5960105;348;24366;106;67;24495;134;119;25466;131;116;25227;51;26492;45;24753;28
5804689;5960105;340;23783;100;63;23812;65;45;22776;77;59;23623;42;23534;38;23571;23
5804690;5960105;337;23612;98;62;23587;65;42;22605;80;65;24049;42;23525;37;23563;22
5804691;5960105;340;23812;103;65;23798;77;50;23130;84;70;22948;40;23509;36;23546;21
5804692;5960105;343;24005;105;66;23887;83;52;23322;85;73;23140;42;23948;38;23986;23
5804693;5960105;354;24769;105;66;23887;106;87;27116;123;90;27116;51;30798;45;30835;27
5804694;5960105;348;24330;107;68;25464;106;81;26677;117;84;26677;51;30404;45;30441;27
5804695;5960105;347;24256;107;68;25464;106;80;26603;117;83;26603;50;29037;44;29074;27
5804696;5960105;343;23980;102;65;24086;80;66;25583;107;69;25583;50;29486;45;29523;27
5804697;5960105;342;23911;102;65;24124;80;64;25489;107;67;25489;49;29081;44;29119;27
5804698;5960105;349;24439;104;66;24722;89;72;26017;112;75;26017;50;29149;44;29187;27
5804699;5960105;336;23541;105;66;23810;106;84;25590;110;87;25590;49;25635;44;23897;26
5804700;5960105;336;23499;104;66;23677;106;84;25548;110;87;25548;49;25575;44;23836;26
5804701;5960105;339;23749;106;67;24161;106;87;25798;115;90;25798;50;25965;44;24226;27
5804702;5960105;340;23813;104;66;23812;106;88;25862;115;91;25862;50;25783;45;24044;27
5804703;5960105;342;23962;108;68;24462;115;90;26012;117;93;26012;50;25958;45;24219;27
5804704;5960105;344;24111;108;68;24462;115;92;26160;120;95;26160;50;26357;45;24618;27
5804705;5960105;340;23832;108;68;24462;125;111;24932;122;109;24693;50;25779;45;24041;27
5804706;5960105;340;23793;105;67;24221;125;111;24893;122;108;24654;50;26069;45;24330;27
5804707;5960105;344;24067;106;67;24495;128;115;25167;125;112;24928;51;26582;45;24843;28
5806593;5960105;340;23797;100;63;23905;60;45;22790;74;53;23185;42;23631;38;23668;23
5806594;5960105;335;23428;98;62;23498;63;40;22421;77;58;23544;41;23283;37;23321;22
5806595;5960105;334;23394;97;61;23396;65;39;22387;80;62;23832;41;23165;37;23203;22
5806596;5960105;337;23579;103;65;23798;69;46;22896;80;67;22714;40;22892;36;22929;21
5806597;5960105;342;23954;105;66;23887;79;52;23271;85;73;23089;44;23801;39;23839;24
5806598;5960105;347;24264;103;65;23855;90;50;23581;91;77;23399;43;24034;38;24071;23
5806599;5960105;345;24166;103;65;24158;106;79;26513;117;82;26513;50;30155;45;30192;27
5806600;5960105;342;23938;103;65;24158;98;76;26286;112;79;26286;50;30012;45;30049;27
5806601;5960105;339;23740;102;65;24086;83;67;25696;107;70;25696;50;29407;44;29444;26
5806602;5960105;343;24022;103;65;24321;80;66;25626;107;69;25626;50;29220;44;29257;27
5806603;5960105;345;24170;103;65;24364;89;68;25774;107;71;25774;50;25581;45;23842;27
5806604;5960105;336;23537;103;65;23529;106;84;25586;110;87;25586;49;25518;43;23779;26
5806605;5960105;332;23224;103;65;23529;106;80;25272;109;83;25272;49;25381;44;23642;26
5806606;5960105;334;23411;104;66;23803;106;82;25460;110;85;25460;49;25442;44;23703;26
5806607;5960105;337;23594;104;66;23809;106;85;25642;113;88;25642;49;25804;44;24065;26
5806608;5960105;342;23914;105;67;24027;111;90;25963;117;93;25963;49;26148;44;24409;26
5806609;5960105;346;24234;108;68;24462;118;94;26283;120;97;26283;50;26329;45;24590;27
5806610;5960105;335;23477;103;65;23572;119;106;24577;118;104;24338;49;25516;44;23777;27
5806611;5960105;338;23637;103;65;23572;124;109;24737;121;106;24498;49;25921;44;24182;27
5806612;5960105;341;23883;104;66;23786;127;116;24744;123;109;24744;50;26071;45;24332;27
5806613;5960105;364;25500;110;69;25520;155;139;26361;140;128;34857;53;27370;47;25631;29
5808496;5960105;341;23854;100;63;23901;60;50;23136;63;45;22820;43;23561;39;23598;23
5808497;5960105;345;24124;101;64;24212;66;49;23117;75;58;23537;43;24009;39;24046;23
5808498;5960105;343;24020;102;64;24081;67;48;23014;77;60;23659;43;23799;39;23836;23
5808499;5960105;331;23179;97;61;23360;65;41;22496;80;61;22314;41;23024;37;23061;22
5808500;5960105;335;23470;111;70;24149;69;45;22787;80;66;22605;43;22597;38;22634;23
5808501;5960105;347;24305;114;72;24304;93;51;23622;91;78;23440;43;24111;39;24148;24
5808502;5960105;347;24317;103;65;23855;93;51;23634;91;78;23452;43;24309;39;24346;24
5808503;5960105;347;24264;101;64;23759;106;80;26611;117;83;26611;43;30283;39;30321;24
5808504;5960105;342;23952;103;65;24158;98;76;26299;112;79;26299;50;29903;45;29940;27
5808505;5960105;337;23572;101;64;23807;89;70;25920;107;73;25920;49;29582;44;29619;26
5808506;5960105;336;23486;101;64;23738;89;70;25908;107;73;25908;49;25551;44;23812;26
5808507;5960105;332;23269;103;65;23583;106;78;25125;108;81;25125;50;25355;45;23616;27
5808508;5960105;330;23084;102;64;23296;92;75;24940;108;78;24940;49;25056;43;23317;26
5808509;5960105;329;23027;101;64;23189;98;77;25076;108;80;25076;49;25131;43;23392;26
5808510;5960105;333;23328;102;64;23299;106;81;25377;109;84;25377;49;25620;44;23881;26
5808511;5960105;332;23207;105;67;24027;106;80;25256;109;83;25256;49;26022;44;24283;26
5808512;5960105;335;23451;105;67;24027;119;106;24551;118;103;24312;49;26207;44;24468;26
5808513;5960105;332;23250;101;64;23296;114;99;24945;117;100;24111;49;25006;44;23267;26
5808514;5960105;331;23165;103;65;23572;114;98;24859;115;99;24026;49;25266;44;23527;26
5808515;5960105;335;23456;104;66;23786;119;106;24556;118;103;24317;49;25530;44;23791;27
5808516;5960105;338;23693;109;69;24331;125;109;24793;121;107;24554;50;25989;45;24250;27
5808517;5960105;344;24104;109;69;24331;126;110;26208;124;106;25041;50;26175;45;24436;27
5808518;5960105;350;24489;109;69;24331;127;116;26593;128;111;25426;53;27649;47;25910;29
5810399;5960105;337;23590;99;63;23598;63;45;22556;54;41;22556;41;23165;37;23202;22
5810400;5960105;340;23768;99;63;23728;65;48;22734;61;44;22734;44;23591;39;23629;24
5810401;5960105;347;24313;101;64;24290;67;52;23306;80;61;23726;44;24145;39;24183;24
5810402;5960105;327;22859;101;64;24290;61;43;22639;75;57;21994;44;22670;39;22708;24
5810403;5960105;328;22930;99;63;23317;61;43;22652;75;58;22065;40;22998;36;23035;21
5810404;5960105;337;23576;114;72;24304;69;46;22893;80;67;22711;41;22604;37;22641;22
5810405;5960105;348;24362;114;72;24304;93;51;23679;95;78;23497;43;24263;39;24301;23
5810406;5960105;350;24467;101;64;23759;93;53;23784;95;80;23602;44;24358;39;24396;24
5810407;5960105;352;24632;100;63;23576;93;55;23949;100;82;23767;50;26026;44;24287;26
5810408;5960105;341;23887;102;65;23751;92;75;26234;112;78;26234;49;25692;44;23953;26
5810409;5960105;333;23275;100;64;23612;83;67;24879;107;70;24879;49;25316;44;23577;26
5810410;5960105;330;23086;100;63;23325;80;64;24690;107;67;24690;49;25138;43;23400;26
5810411;5960105;333;23340;100;63;23346;106;79;25197;109;82;25197;49;25303;43;23564;26
5810412;5960105;326;22791;101;64;23222;89;71;24647;107;74;24647;48;24998;43;23259;26
5810413;5960105;323;22634;99;63;22793;89;71;24682;105;74;24682;48;24786;43;23047;26
5810414;5960105;326;22805;101;64;23111;89;74;24854;108;77;24854;48;25048;43;23309;26
5810415;5960105;332;23212;101;64;23111;106;80;25261;109;83;25261;49;25364;44;23626;26
5810416;5960105;327;22895;105;67;24027;110;94;24589;113;95;23756;48;24793;43;23054;26
5810417;5960105;327;22863;101;64;23296;110;93;24557;112;95;23724;48;24873;43;23134;26
5810418;5960105;330;23121;101;64;23296;114;97;24815;115;98;23982;49;25303;44;23564;26
5810419;5960105;338;23655;103;65;23746;124;109;24755;121;106;24516;50;25654;44;23915;27
5810420;5960105;341;23876;109;69;24331;126;112;26311;122;107;25143;50;26057;45;24318;27
5810421;5960105;344;24092;109;69;24331;126;110;26196;124;106;25028;50;26164;45;24425;27
5810422;5960105;348;24334;109;69;24331;127;113;26438;125;109;25270;50;27484;45;25745;29
5810423;5960105;368;25737;116;74;25589;147;137;28071;140;121;34382;50;26864;45;26864;29
5810457;5960105;369;25820;105;66;25014;88;75;26850;83;69;27066;47;26507;41;26546;24
5810458;5960105;366;25649;109;69;25773;86;73;26714;83;67;26930;47;27061;41;27100;24
5810462;5960105;363;25399;114;72;25805;76;69;28720;76;67;28720;50;28487;44;28526;26
5810463;5960105;363;25394;114;72;25729;70;66;28496;71;64;28496;50;28559;44;28598;26
5810464;5960105;363;25434;115;73;25761;69;63;26639;71;67;28699;51;28968;45;29007;27
5812300;5960105;331;23156;97;61;23200;59;39;22122;47;35;22122;41;22772;37;22810;22
5812301;5960105;334;23388;98;62;23403;61;42;22354;54;38;22354;41;23250;37;23287;22
5812302;5960105;338;23694;98;62;23544;65;47;22660;58;43;22660;41;23676;37;23714;22
5812303;5960105;327;22871;101;64;24290;66;51;23211;75;57;22006;40;24210;36;24247;21
5812304;5960105;323;22617;99;63;23317;64;47;22964;74;53;21752;40;22441;36;22478;21
5812305;5960105;324;22668;99;63;23317;64;48;23022;74;54;21803;39;22009;35;22046;21
5812306;5960105;325;22780;98;62;23097;64;52;21789;75;56;21916;41;22867;37;22904;22
5812307;5960105;327;22919;98;62;22994;70;60;22054;75;58;22054;41;22745;37;22783;22
5812308;5960105;332;23240;98;62;23221;88;77;23267;85;75;23267;44;23961;40;23998;24
5812309;5960105;332;23253;100;63;23576;90;65;23153;90;75;23279;50;25960;44;24221;26
5812310;5960105;335;23450;103;65;23836;93;68;23350;91;78;23476;49;25766;44;24027;26
5812311;5960105;332;23222;103;65;23812;83;66;24825;107;69;24825;49;25320;43;23581;26
5812312;5960105;327;22923;99;63;23213;80;63;24582;107;66;24582;48;25068;43;23329;26
5812313;5960105;325;22751;99;62;23001;80;66;24796;107;69;24796;48;24779;43;23040;25
5812314;5960105;324;22679;99;62;22974;83;67;24354;102;70;24354;48;24795;43;23056;26
5812315;5960105;320;22374;98;62;22638;86;69;24538;100;78;25706;47;24492;42;22753;25
5812316;5960105;323;22576;100;63;22855;89;72;24229;102;81;25397;48;24863;43;23124;25
5812317;5960105;326;22822;100;63;22855;98;75;24475;108;79;24475;48;25270;43;23531;25
5812318;5960105;325;22759;100;63;22855;110;92;24453;111;93;23620;48;24652;43;22913;26
5812319;5960105;323;22612;101;64;23296;104;90;24306;108;91;23473;48;24882;43;23143;26
5812320;5960105;335;23454;103;65;23746;119;106;24554;118;103;24315;49;25371;44;23632;27
5812321;5960105;335;23476;103;65;23746;119;106;24576;118;104;24337;50;25739;45;24000;27
5812322;5960105;338;23677;103;65;23746;121;102;25665;116;98;24497;50;26167;45;24428;27
5812323;5960105;342;23934;109;69;24331;123;106;25922;120;102;24754;50;25513;45;23774;27
5812324;5960105;349;24411;120;76;25343;127;115;26515;125;110;25348;50;27053;45;27053;29
5812325;5960105;367;25698;120;76;25343;147;136;28032;140;120;33450;50;26871;45;26871;29
5812353;5960105;339;23720;100;63;23592;69;56;24062;73;53;25185;44;25030;38;25069;23
5812354;5960105;342;23925;101;64;23890;70;58;24269;76;56;25391;44;25249;39;25288;23
5812355;5960105;350;24476;103;66;24469;74;66;24844;82;65;25967;46;25387;40;25426;23
5812356;5960105;348;24358;103;66;24465;72;64;24704;80;63;25827;45;25809;39;25848;23
5812358;5960105;374;26195;104;66;24742;97;90;29460;99;84;28003;45;26488;40;26527;23
5812359;5960105;371;25993;112;71;25473;95;87;29258;93;80;27801;48;26517;42;26556;25
5812360;5960105;367;25658;111;70;25564;92;82;28923;89;75;27466;48;27467;42;27506;25
5812361;5960105;365;25519;112;71;25793;89;78;28613;83;73;27328;48;27439;42;27478;25
5812362;5960105;362;25307;110;70;25462;82;72;28146;81;65;26071;48;28044;42;28083;25
5812363;5960105;360;25193;112;71;25451;78;70;28029;81;64;25958;49;27974;42;28013;26
5812364;5960105;359;25160;113;72;25437;75;65;28005;74;63;28005;49;28216;43;28255;26
5812365;5960105;361;25257;113;72;25442;75;67;28112;74;65;28112;49;28685;43;28724;26
5812366;5960105;359;25160;114;72;25563;69;65;26734;74;68;26734;52;29364;46;29403;28
5814173;5960105;394;27580;119;75;27933;92;71;27736;108;73;27736;59;33988;51;34015;33
5814174;5960105;404;28259;122;77;28554;96;81;28415;114;83;28415;60;34628;51;34655;34
5814175;5960105;405;28350;122;77;28554;96;82;28506;114;84;28506;59;33131;52;33157;33
5814176;5960105;374;26198;108;69;26592;126;112;30576;138;112;30576;57;31516;49;31542;31
5814201;5960105;328;22970;96;61;23059;57;36;21936;47;32;21936;41;22792;37;22829;22
5814202;5960105;332;23220;97;61;23242;59;40;22186;47;36;22186;41;22453;37;22490;22
5814203;5960105;339;23712;94;60;22632;65;47;22677;58;43;22677;40;23386;36;23424;22
5814204;5960105;324;22661;94;60;22632;64;50;21670;74;54;21796;40;22474;36;22511;22
5814205;5960105;320;22392;93;59;22259;60;46;21401;74;50;21527;40;22107;36;22145;21
5814206;5960105;320;22390;99;63;23200;60;46;21398;74;50;21525;39;21862;35;21899;21
5814207;5960105;322;22537;98;62;22994;62;48;21545;74;52;21672;41;22500;36;22537;22
5814208;5960105;324;22699;96;61;22677;64;51;21708;74;55;21834;41;22636;37;22674;22
5814209;5960105;330;23093;98;62;23221;88;75;23119;85;73;23119;43;23788;39;23826;24
5814210;5960105;329;23029;98;62;23221;88;74;23056;85;72;23056;43;23780;39;23818;24
5814211;5960105;332;23246;103;65;23836;88;77;23273;85;75;23273;49;26009;44;24270;26
5814212;5960105;333;23302;100;63;23462;86;67;24906;107;70;24906;49;25481;44;23742;26
5814213;5960105;328;22957;100;63;23462;86;68;24934;107;71;24934;49;25401;43;23662;26
5814214;5960105;323;22605;98;62;22770;80;65;24212;101;73;25380;48;24650;42;22911;25
5814215;5960105;321;22467;98;62;22668;80;63;24074;100;71;25242;47;24689;42;22950;25
5814216;5960105;317;22206;98;62;22956;83;67;23859;98;76;25027;48;24366;43;22628;26
5814217;5960105;318;22228;100;63;22855;83;67;23881;98;76;25049;48;24322;43;22583;25
5814218;5960105;318;22295;100;63;22855;83;68;23948;101;77;25116;48;24958;43;23219;25
5814219;5960105;322;22554;97;61;22264;98;89;24249;106;90;23415;48;24562;43;22823;26
5814220;5960105;320;22370;97;61;22264;97;86;24065;104;88;23231;48;24642;43;22903;26
5814221;5960105;339;23720;103;65;23746;125;110;24820;122;107;24581;48;25721;43;23982;26
5814222;5960105;339;23740;103;65;23746;125;110;24840;122;107;24601;50;25910;45;24172;27
5814223;5960105;335;23459;111;71;23543;118;99;25447;113;95;24279;50;25433;45;23694;27
5814224;5960105;334;23412;111;71;23543;118;99;25400;112;94;24233;50;25522;45;23783;28
5814225;5960105;367;25693;111;70;23561;147;136;28027;140;120;33445;51;27103;45;27103;28
5814226;5960105;364;25459;120;76;25343;144;132;45303;139;116;33211;51;26928;45;26928;28
5814227;5960105;359;25144;120;76;25343;138;127;44988;135;112;32896;50;26794;45;26794;29
5814253;5960105;332;23206;98;62;23004;70;60;24429;80;59;25552;44;25078;38;25117;23
5814254;5960105;334;23398;100;63;23592;86;69;25738;88;68;25954;44;25292;38;25331;23
5814255;5960105;333;23344;101;64;23954;84;68;25684;83;67;25900;44;25467;39;25506;23
5814256;5960105;352;24638;104;66;24477;78;68;25006;88;67;26128;46;25870;41;25909;24
5814257;5960105;358;25084;107;68;25078;86;74;25430;94;73;26553;46;26353;41;26392;24
5814258;5960105;354;24786;105;67;24811;82;70;25132;88;69;26254;46;26194;40;26233;24
5814259;5960105;357;25006;106;67;24944;83;73;25352;94;72;26475;46;26464;40;26503;24
5814260;5960105;371;25969;112;71;25473;94;86;29235;91;79;27778;48;28890;42;28929;25
5814261;5960105;367;25714;112;71;25473;93;83;28980;89;76;27523;48;27661;42;27700;26
5814262;5960105;365;25575;112;71;25274;86;75;28414;82;69;26339;48;27535;42;27574;25
5814263;5960105;364;25462;111;70;25160;85;74;28301;81;68;26227;48;27794;42;27833;25
5814264;5960105;358;25033;113;71;25332;78;68;27884;79;66;27884;49;27851;42;27890;26
5814265;5960105;354;24770;112;71;25139;73;65;27634;75;63;27634;49;28088;43;28127;26
