from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5872463;5960105;210;14716;68;43;14740;61;45;14821;66;46;14960;38;18659;34;18281;21
5872464;5960105;207;14458;71;45;14714;61;48;15062;70;54;15217;37;18444;33;18066;20
5872465;5960105;205;14331;71;45;14714;70;57;15700;74;63;15855;37;18357;33;17979;20
5872466;5960105;208;14555;71;45;14768;73;63;16061;73;67;16200;-1;18052;-1;17673;-1
5872467;5960105;207;14479;71;45;14715;73;65;16242;73;66;15736;-1;-1;-1;-1;-1
5872468;5960105;208;14541;72;45;14649;74;67;15798;73;66;15798;36;17437;32;17058;19
5872469;5960105;201;14076;72;46;14228;68;62;16233;68;61;15348;36;17343;32;16965;19
5872470;5960105;202;14105;72;46;14228;68;62;16262;66;61;15377;35;17538;31;17538;19
5872471;5960105;203;14216;72;46;14228;68;64;16373;68;63;15488;35;16988;31;16610;19
5872472;5960105;204;14288;72;46;14228;58;52;14290;60;52;16072;35;16649;31;16649;19
5872473;5960105;203;14204;64;41;13920;54;47;13940;54;47;13940;32;16418;29;16418;17
5872474;5960105;199;13914;64;41;13920;50;43;13650;49;43;13650;32;14767;29;14767;17
5872475;5960105;199;13947;65;41;14048;47;38;13969;47;39;13410;32;16362;29;16362;17
5872476;5960105;202;14157;64;41;14181;52;44;14315;51;41;14315;33;15100;29;16195;17
5872477;5960105;199;13901;62;39;13889;49;44;14352;48;39;13400;33;13578;30;13578;18
5872478;5960105;196;13692;61;39;13690;46;36;13294;47;33;13294;32;14415;28;14415;17
5872479;5960105;199;13930;62;39;13798;50;40;13544;49;37;13544;32;14505;29;14505;17
5872480;5960105;195;13662;63;40;13837;49;39;13336;49;38;13336;32;13798;29;13836;17
5872481;5960105;200;13981;63;40;13884;53;45;13882;52;42;13882;33;13956;30;13993;18
5872482;5960105;203;14200;64;41;14159;58;47;13875;57;46;13875;33;14135;30;14173;18
5872483;5960105;201;14043;65;41;14306;59;50;16730;62;48;14330;33;14713;30;14750;18
5872484;5960105;199;13948;65;41;14250;58;50;17092;62;47;14235;34;14671;31;14709;17
5872485;5960105;198;13849;64;41;13935;56;45;16777;62;46;14137;35;15164;32;15201;18
5872486;5960105;201;14102;65;41;14093;58;50;17113;62;49;14389;33;15348;30;15386;17
5872487;5960105;203;14214;67;43;14539;58;50;17400;62;52;15879;36;15866;32;15903;18
5872488;5960105;199;13944;68;43;14621;58;47;15725;62;50;15725;36;17705;33;17742;19
5872489;5960105;196;13726;69;44;14435;60;50;17523;62;51;14728;37;17927;32;17964;19
5872490;5960105;203;14205;69;44;14352;59;45;16966;63;50;16457;34;16614;31;16614;18
5872491;5960105;199;13896;68;43;14091;52;42;16770;61;47;16260;35;16900;31;16900;18
5872492;5960105;203;14216;68;43;14146;61;46;17017;66;51;16507;35;17132;32;17132;19
5872493;5960105;207;14467;71;45;14699;59;46;17091;63;49;17091;36;17405;31;18655;18
5872494;5960105;209;14616;71;45;14754;57;45;17031;61;48;17031;36;18957;32;18957;19
5872495;5960105;212;14840;70;44;14774;61;47;17766;64;51;17256;36;18888;33;18888;19
5872496;5960105;209;14663;70;44;14744;60;48;18350;63;52;17840;37;18677;32;18677;19
5872497;5960105;208;14557;69;44;14563;59;51;19306;62;51;17768;36;18579;31;18579;18
5872498;5960105;206;14431;-1;-1;-1;58;48;14855;61;48;18818;36;18729;31;18729;18
5872499;5960105;205;14365;-1;-1;-1;55;47;14808;59;44;18554;35;19010;30;19010;18
5872500;5960105;202;14161;68;43;14575;57;49;18344;61;41;18344;35;19322;30;19322;17
5872501;5960105;205;14375;67;42;14502;60;53;18526;60;47;18526;36;17521;31;18257;18
5872502;5960105;206;14429;67;42;14453;56;52;18821;59;48;16246;37;17549;32;17549;19
5872503;5960105;205;14356;67;42;14395;55;48;14952;57;46;16075;37;17680;31;18416;19
5872504;5960105;206;14420;66;42;14327;56;49;15011;57;46;16134;35;17250;30;17250;18
5872505;5960105;207;14498;67;42;14538;55;46;14778;58;43;15900;35;17016;30;17016;18
5872506;5960105;205;14323;65;41;14370;51;45;14603;55;41;15726;36;17133;31;17133;18
5872507;5960105;205;14321;66;42;14507;55;47;14852;58;44;15975;39;16533;34;16570;19
5872508;5960105;207;14518;67;42;14612;57;51;15173;58;49;16295;35;16271;29;16308;17
5872509;5960105;210;14720;67;43;14737;62;56;17483;61;54;16634;37;16738;32;16776;19
5872510;5960105;215;15056;68;43;14952;61;54;18288;60;54;16879;37;16932;31;16969;19
5872511;5960105;217;15222;70;44;15242;63;54;17903;62;56;18377;37;17403;32;17440;19
5872512;5960105;219;15331;69;44;15372;63;52;17763;64;54;17124;39;17710;34;17747;20
5872513;5960105;225;15718;71;45;15753;59;53;16409;61;49;17532;39;18359;34;18396;20
5872514;5960105;225;15740;71;45;15808;57;49;16778;59;50;17614;40;19046;34;19093;20
5872515;5960105;227;15887;73;46;15992;53;45;16519;59;54;18411;41;19384;35;19432;21
5872516;5960105;228;15934;74;47;16106;53;42;16336;57;52;18540;41;19031;34;19069;20
5872517;5960105;227;15905;75;47;16002;53;41;16035;55;51;17225;43;19154;36;19192;21
5872518;5960105;228;15967;75;48;16169;50;41;15605;51;48;17044;43;19545;36;19582;21
5872519;5960105;230;16088;76;48;16319;48;38;15405;50;46;16888;43;19739;36;19777;21
5872520;5960105;233;16321;73;47;16388;49;41;15837;50;46;16874;46;20816;37;20854;23
5872521;5960105;233;16326;75;48;16641;49;39;15897;49;45;16818;45;20436;36;20474;22
5872522;5960105;235;16468;76;48;16617;51;40;16013;51;45;16307;45;20489;37;20526;22
5872523;5960105;237;16606;77;49;16766;54;44;16253;54;49;17469;45;20734;37;20772;22
5872524;5960105;239;16723;77;49;16938;55;48;18122;58;52;17906;45;21195;38;21233;23
5872525;5960105;243;17005;77;49;17001;59;50;18239;60;53;18023;44;22461;37;22498;23
5872526;5960105;247;17294;80;51;17435;66;53;17643;66;58;18162;43;23241;36;23278;23
5872527;5960105;247;17290;79;50;17420;68;55;18801;69;58;20140;42;22749;35;22787;22
5872528;5960105;251;17589;82;52;17495;64;50;18454;67;53;19794;42;22749;35;22787;22
5872529;5960105;257;18005;82;52;18130;66;54;19275;69;57;20614;41;24349;34;24386;21
5872530;5960105;262;18327;84;53;18551;67;62;20130;71;59;20740;41;24380;34;24417;22
5872531;5960105;269;18801;85;54;18857;67;58;20239;65;58;21133;40;22453;34;22491;20
5872532;5960105;270;18873;86;54;18938;65;54;19349;64;55;20880;42;23805;35;23842;22
5872533;5960105;272;19011;87;55;19216;67;57;19824;65;58;20718;42;24036;35;24073;21
5872534;5960105;275;19244;89;56;19491;66;61;20729;64;55;21205;44;24364;36;24155;22
5872535;5960105;279;19515;89;56;19834;68;60;21212;66;56;21438;43;24923;36;24874;22
5872536;5960105;282;19760;90;57;19925;73;63;21421;70;59;21646;44;25272;37;25223;23
5872537;5960105;280;19571;91;58;19739;73;63;21426;76;68;22155;45;25457;38;25495;23
5872538;5960105;282;19742;91;58;19900;75;65;21901;77;70;22096;46;25676;38;25714;24
5872539;5960105;302;21140;92;58;20230;89;74;23096;91;79;21739;48;26863;40;26900;25
5872540;5960105;302;21174;96;61;21088;89;74;23130;91;80;21772;48;26916;40;26953;25
5872541;5960105;304;21281;98;62;21314;91;76;23237;93;81;21879;49;27048;41;27086;26
5872542;5960105;307;21457;98;62;21405;92;79;23413;96;84;22056;49;27447;41;27485;26
5872543;5960105;309;21604;99;63;21527;100;86;23927;104;91;22570;50;26412;41;26450;26
5872544;5960105;308;21551;99;63;21591;106;90;24593;105;93;22182;49;26720;42;26758;27
5872545;5960105;312;21834;99;63;21591;110;94;24876;109;98;22465;50;27142;42;27179;28
5872546;5960105;318;22281;99;63;21591;119;100;25324;119;107;27804;-1;27455;-1;27493;-1
5872547;5960105;325;22727;99;63;21591;122;107;25770;131;113;28250;-1;27842;-1;27879;-1
5872548;5960105;325;22771;108;68;22819;122;107;25814;132;114;28294;-1;28033;-1;28071;-1
5872549;5960105;328;22994;108;68;22819;127;110;26036;132;117;28517;-1;28595;-1;28632;-1
5872550;5960105;-1;-1;121;77;26850;-1;-1;-1;-1;-1;-1;46;28508;38;28545;25
5874257;5960105;433;30297;133;84;30767;101;87;31018;97;77;29990;60;32158;55;31991;36
5874258;5960105;438;30678;132;84;30705;94;79;30486;95;77;31220;60;32070;54;31903;35
5874259;5960105;431;30203;130;82;30454;87;72;30012;91;70;30745;59;31636;53;31469;35
5874260;5960105;427;29915;128;81;30132;86;68;29723;89;66;30457;58;31422;52;31255;34
5874261;5960105;425;29770;127;80;29931;86;71;29913;91;69;30646;57;31239;52;31072;34
5874262;5960105;420;29395;124;79;29489;86;69;29530;91;67;30263;57;30803;51;30636;33
5874263;5960105;417;29214;124;79;29489;86;69;29177;91;67;29910;57;30533;51;30366;33
5874264;5960105;417;29164;124;78;29344;86;70;29039;91;68;29772;56;30798;51;30631;33
5874265;5960105;421;29496;124;78;29344;91;75;29371;95;73;30104;57;30799;51;30632;33
5874266;5960105;440;30778;129;82;27258;108;93;30652;115;91;31386;57;30705;52;30570;34
5874267;5960105;441;30846;123;78;26724;108;94;30721;115;92;31454;56;30409;51;30274;33
5874268;5960105;383;26814;123;78;26724;108;94;30756;115;92;31489;56;30201;51;30066;33
5874269;5960105;387;27062;125;79;26936;111;99;31076;119;97;31809;57;30103;52;29968;34
5874270;5960105;393;27541;117;74;27610;80;53;27050;87;49;27050;54;31093;48;30926;29
5874271;5960105;388;27194;118;75;27152;80;53;27043;87;49;27043;54;30675;48;30508;29
5874272;5960105;388;27164;114;72;26760;84;59;26927;87;55;26927;53;30368;47;30201;29
5874273;5960105;383;26842;114;72;26708;82;55;26605;87;51;26605;53;30639;47;30471;29
5874274;5960105;382;26734;113;71;26343;84;60;26938;87;56;26938;53;29969;47;29802;29
5874275;5960105;374;26204;121;77;26743;91;66;26664;104;62;26664;54;30226;48;30058;30
5874276;5960105;369;25803;118;74;26411;91;63;26443;104;59;26443;53;30069;47;29901;29
5874277;5960105;363;25413;123;78;26413;91;68;26773;104;64;26773;55;30522;49;30355;30
5874278;5960105;373;26120;123;78;26505;94;73;27132;104;69;27132;55;30761;49;30594;31
5874279;5960105;361;25274;115;73;25540;94;74;26482;104;70;26482;54;30157;48;29990;30
5874280;5960105;375;26222;121;77;26728;106;87;27430;121;83;27430;57;31200;51;31032;33
5874281;5960105;373;26128;121;77;26612;106;86;27336;121;82;27336;57;31158;51;30991;32
5874282;5960105;375;26246;121;76;26543;106;88;27453;121;84;27453;57;31510;51;31343;32
5874283;5960105;380;26573;121;76;26543;106;92;27781;129;88;27781;57;31907;51;31740;32
5874284;5960105;387;27076;126;80;27535;115;99;28284;138;95;28284;59;31671;53;31504;34
5874285;5960105;400;27990;126;80;27535;127;112;29198;155;109;29198;59;32089;53;31922;34
5874286;5960105;347;24262;103;65;23799;108;93;25226;121;104;26233;51;32137;46;31969;29
5874287;5960105;343;24025;103;65;23799;108;90;24989;119;101;25997;51;26375;46;26240;29
5874288;5960105;340;23813;103;65;23730;105;87;24777;115;98;25785;51;26165;46;26029;29
5874289;5960105;334;23387;101;64;23222;98;81;24351;111;92;25359;50;25871;45;25736;28
5874290;5960105;337;23623;104;66;23802;105;84;24587;114;95;25595;52;26240;46;26104;29
5874291;5960105;339;23736;106;67;24056;105;86;24700;114;97;25708;52;26766;47;26631;30
5874292;5960105;322;22547;102;64;22223;89;73;25222;108;86;25180;52;28944;46;29253;30
5874293;5960105;319;22345;101;64;22121;89;70;25020;105;83;24978;52;29055;46;29365;29
5874294;5960105;317;22194;98;62;21767;81;65;25290;103;76;23947;51;28774;45;29084;29
5874295;5960105;318;22268;94;60;22203;84;67;25364;103;77;24021;52;29000;46;29310;29
5874296;5960105;308;21584;93;59;21806;74;55;24584;94;68;23383;51;28738;45;29047;28
5874297;5960105;309;21628;93;59;21789;74;57;24731;102;73;23089;51;29035;45;29345;29
5874298;5960105;305;21321;92;58;21519;72;56;21877;89;68;22782;53;29420;46;29730;29
5874299;5960105;283;19778;87;55;20034;80;68;22314;89;74;25346;53;26402;46;26402;29
5874300;5960105;280;19588;86;55;19925;77;64;22093;85;71;25124;48;25077;42;25077;26
5874301;5960105;280;19594;86;55;19925;76;63;22016;85;70;25048;48;25339;42;25339;26
5874302;5960105;284;19886;86;55;19925;80;66;22196;85;71;24527;50;25111;42;25111;27
5874303;5960105;284;19903;92;58;20294;83;78;25149;93;76;23655;50;25267;43;25267;27
5874304;5960105;284;19888;92;58;20294;83;78;25133;93;76;23640;50;25647;43;25647;27
5874305;5960105;262;18324;83;53;18405;87;70;23136;89;79;23136;49;23501;42;23501;26
5874306;5960105;258;18076;84;53;18528;82;66;22888;88;75;22888;49;23625;42;23625;26
5874307;5960105;258;18085;85;54;18908;82;66;22897;88;75;22897;47;23992;40;23992;25
5874308;5960105;250;17530;85;54;18832;79;69;21185;79;67;21185;47;24139;40;24139;25
5874309;5960105;248;17332;81;51;17975;74;66;20988;79;64;20988;47;23005;41;23005;25
5874310;5960105;244;17093;81;51;17979;64;52;21003;67;51;21003;46;22997;39;22997;24
5874311;5960105;245;17123;80;51;17691;73;58;21017;75;57;21017;45;22869;39;22869;24
5874312;5960105;252;17650;80;51;17620;69;55;17524;78;59;17662;45;22458;39;22336;24
5874313;5960105;244;17103;80;51;17620;66;53;17370;76;57;17509;46;22978;39;22978;24
5874314;5960105;235;16418;80;51;17862;76;64;17494;79;69;20534;46;22002;39;22002;24
5874315;5960105;232;16233;75;48;16692;61;48;16349;70;54;16504;41;22332;35;21678;21
5874316;5960105;230;16112;75;47;16602;61;46;16228;70;52;16382;41;22381;35;21695;21
5874317;5960105;233;16300;75;47;16598;61;49;16416;71;55;16571;41;21330;35;21330;21
5874318;5960105;218;15294;66;42;14578;61;49;16428;71;55;16583;39;19996;33;19996;19
5874319;5960105;204;14279;66;42;14578;55;36;14188;56;37;14326;39;19625;33;19625;19
5874320;5960105;203;14215;68;43;14740;58;38;14320;54;38;14459;39;19240;33;19740;20
5874321;5960105;211;14769;68;43;14740;61;46;14874;70;51;15029;39;18816;34;18437;21
5874322;5960105;206;14399;71;45;14714;71;58;15719;75;63;15874;37;18342;33;17963;20
5874323;5960105;201;14080;70;44;14380;66;54;15448;73;60;15603;37;18084;33;17706;20
5874324;5960105;205;14366;71;45;14768;71;60;15872;75;66;16027;-1;18036;-1;17657;-1
5874325;5960105;205;14362;71;45;14759;71;65;15920;71;64;15620;36;17406;33;17028;20
5874326;5960105;202;14110;72;45;14649;68;61;15668;68;61;15382;36;17219;32;16840;19
5874327;5960105;201;14040;72;46;14228;68;61;16198;68;60;15312;35;17133;31;16755;19
5874328;5960105;196;13701;72;46;14228;65;57;15858;66;55;14973;35;16532;31;16154;19
5874329;5960105;196;13704;72;46;14228;65;57;15862;66;55;14976;35;16837;31;16459;19
5874330;5960105;203;14243;72;46;14228;58;51;14258;60;52;16039;35;16558;31;16180;19
5874331;5960105;199;13961;64;41;13870;54;47;13975;53;47;13975;32;14859;29;14859;17
5874332;5960105;195;13681;64;41;13920;49;41;13537;49;41;13537;32;14742;29;14742;17
5874333;5960105;198;13852;65;41;14123;46;38;13434;47;40;13433;32;14408;29;14408;17
5874334;5960105;198;13859;62;40;13842;48;39;13822;46;38;13358;33;14820;29;14820;17
5874335;5960105;196;13706;62;40;13930;46;39;13453;46;36;13453;33;14863;29;14863;18
5874336;5960105;193;13539;61;39;13625;44;34;13107;43;31;13107;30;13502;27;13502;16
5874337;5960105;191;13359;60;38;13337;45;35;12943;46;32;12943;36;13575;33;13613;18
5874338;5960105;192;13423;61;39;13550;46;38;13098;47;35;13098;31;13517;28;13554;17
5874339;5960105;195;13620;62;39;13666;49;38;13294;49;37;13294;32;13717;29;13755;18
5874340;5960105;198;13877;63;40;13967;53;42;13552;52;41;13552;32;14094;29;14131;18
5874341;5960105;199;13910;63;40;13878;60;50;13959;61;47;13959;34;14981;30;15019;18
5874342;5960105;195;13630;63;40;13863;57;48;13918;62;42;13918;34;14999;31;15037;18
5874343;5960105;196;13741;63;40;13807;58;50;14029;62;44;14029;35;15452;31;15489;18
5874344;5960105;197;13790;65;41;14142;56;48;17287;62;45;14077;35;15339;31;15376;18
5874345;5960105;199;13939;65;41;14192;57;48;17282;62;49;14365;35;15599;32;15636;18
5874346;5960105;195;13641;66;42;14489;57;49;17813;62;49;14643;36;15814;33;15851;19
5874347;5960105;193;13527;68;43;14302;57;48;17787;62;48;14528;37;17260;33;17297;19
5874348;5960105;198;13845;68;43;14226;61;52;17647;64;52;14847;37;17155;33;17193;20
5874349;5960105;195;13639;66;42;13717;56;45;16990;61;50;16480;36;16524;32;16561;19
5874350;5960105;201;14056;68;43;14246;62;53;17603;65;56;17603;37;17138;33;17176;19
5874351;5960105;201;14104;68;43;14179;61;50;17346;66;53;17346;37;17201;33;17238;19
5874352;5960105;205;14366;69;44;14471;61;50;17360;67;53;17360;37;17535;33;17573;20
5874353;5960105;208;14532;69;44;14655;61;53;18259;65;55;18259;36;17436;33;17473;19
5874354;5960105;204;14298;68;43;14353;60;48;18535;63;52;18025;39;17678;33;17118;20
5874355;5960105;206;14424;68;43;14502;59;52;18988;62;50;17906;34;16867;30;16867;17
5874356;5960105;203;14208;67;43;14177;57;49;14541;60;47;18530;34;16796;29;17532;17
5874357;5960105;203;14181;67;43;14156;57;50;18294;61;44;18294;38;16608;34;17344;20
5874358;5960105;198;13865;67;42;14513;56;45;17979;57;41;17979;38;16437;34;17173;20
5874359;5960105;203;14222;66;42;14244;57;51;18373;59;47;18373;36;17664;31;18400;18
5874360;5960105;202;14157;66;42;14219;57;52;15234;58;53;18824;37;17394;32;17394;18
5874361;5960105;201;14070;65;41;14187;55;46;14830;57;44;15952;36;17212;31;17212;18
5874362;5960105;203;14242;65;41;14075;51;45;14572;55;40;15695;36;17473;31;17473;18
5874363;5960105;202;14169;64;41;14102;50;42;14101;54;38;15575;36;17785;31;17673;18
5874364;5960105;201;14054;66;42;14213;47;40;13974;54;37;15448;32;15861;28;15800;16
5874365;5960105;202;14164;65;41;14343;55;47;14891;57;45;16014;36;16629;30;16666;18
5874366;5960105;205;14363;66;42;14428;60;51;18306;61;51;16451;35;16686;30;16723;18
5874367;5960105;206;14449;66;42;14433;60;51;18282;61;56;15873;36;16884;31;16922;18
5874368;5960105;210;14688;68;43;14854;59;51;17576;62;54;17994;37;17380;32;17417;19
5874369;5960105;214;14973;69;44;15231;59;51;17678;61;53;17038;37;17440;32;17478;19
5874370;5960105;217;15187;69;44;15219;61;50;17619;61;52;16979;38;17730;32;17767;19
5874371;5960105;218;15291;69;44;15322;55;46;17434;59;47;17120;39;19095;33;18605;20
5874372;5960105;222;15573;70;44;15511;58;47;16605;59;52;17746;40;19243;34;19291;20
5874373;5960105;222;15568;72;46;15887;56;45;16237;58;54;17922;40;19336;35;19384;21
5874374;5960105;225;15747;73;47;15818;53;45;15987;56;52;16281;41;18955;35;18974;20
5874375;5960105;223;15591;73;47;15750;50;42;15724;51;44;15782;41;18776;35;18813;20
5874376;5960105;224;15696;74;47;15973;47;40;15626;49;42;15626;42;19112;35;19149;21
5874377;5960105;226;15796;74;47;15923;43;37;15464;44;38;15464;43;19434;36;19471;21
5874378;5960105;234;16393;73;46;16109;52;42;15954;53;45;16248;43;19449;36;19487;21
5874379;5960105;230;16118;74;47;16305;50;39;15960;50;47;15913;45;20365;37;20402;22
5874380;5960105;231;16182;74;47;16295;51;41;16441;53;46;16960;43;20519;36;19887;22
5874381;5960105;233;16284;75;47;16488;53;41;16463;53;46;16982;44;19896;36;19933;22
5874382;5960105;240;16769;76;48;16726;57;49;17024;59;54;17853;45;20233;38;20270;23
5874383;5960105;239;16723;77;49;16760;57;45;17072;59;50;17592;42;22346;34;22384;21
5874384;5960105;242;16929;79;50;17220;60;48;17279;61;53;17798;43;22725;35;22762;22
5874385;5960105;245;17121;81;51;17410;66;53;18052;66;58;18571;43;22566;35;22603;22
5874386;5960105;250;17531;81;51;17852;63;49;18388;64;52;19727;41;24608;34;24646;21
5874387;5960105;255;17840;81;51;17863;64;51;18269;66;55;19608;41;24690;34;24727;21
5874388;5960105;258;18090;82;52;18238;68;55;18520;75;58;19859;42;24943;34;24980;22
5874389;5960105;265;18535;84;53;18586;64;54;18913;63;54;20443;42;24392;34;24430;21
5874390;5960105;265;18571;85;54;18797;63;51;19409;63;52;20303;41;24007;34;24045;21
5874391;5960105;269;18808;87;55;19357;65;55;18984;63;55;20514;42;24499;35;24536;21
5874392;5960105;273;19120;87;55;19320;66;58;20585;63;57;20585;43;24822;35;24859;22
5874393;5960105;277;19368;88;56;19375;71;62;21422;70;62;20942;44;25199;36;25237;22
5874394;5960105;278;19431;88;56;19280;72;61;21285;71;63;21377;44;25289;36;25240;23
5874395;5960105;277;19386;89;57;19523;71;60;21244;73;65;21973;45;25506;37;25543;23
5874396;5960105;283;19797;90;57;19749;72;61;21620;77;67;22349;46;25611;38;25649;24
5874397;5960105;298;20890;95;60;20831;87;70;22846;87;77;25327;48;26634;40;26672;25
5874398;5960105;298;20845;95;60;20832;85;70;22801;87;76;25281;48;26748;40;26786;25
5874399;5960105;305;21321;98;62;21405;92;77;23277;93;82;21920;48;27088;40;27126;26
5874400;5960105;303;21195;98;62;21405;98;85;24238;102;88;21826;49;27474;41;27511;26
5874401;5960105;303;21241;98;62;21370;98;85;24283;102;89;21872;49;26341;41;26378;27
5874402;5960105;309;21656;98;62;21370;106;91;24699;109;95;22288;50;26764;42;26801;28
5874403;5960105;314;21974;99;63;21591;110;96;25016;114;100;22605;-1;27073;-1;27110;-1
5874404;5960105;316;22145;99;63;21591;113;98;25187;118;105;27668;-1;27305;-1;27342;-1
5874405;5960105;320;22401;108;68;22819;119;102;25443;122;108;27924;-1;27719;-1;27757;-1
5874406;5960105;324;22688;108;68;22819;122;106;25730;131;112;28211;-1;27969;-1;28007;-1
5874407;5960105;329;23032;108;68;22819;128;111;26074;132;117;28555;-1;28352;-1;28389;-1
5874408;5960105;336;23555;108;68;22819;147;122;34737;138;112;31672;53;28469;45;28506;30
5876113;5960105;429;30028;132;84;30749;99;86;30389;95;74;29721;60;32338;55;32171;36
5876114;5960105;438;30658;132;84;30749;93;79;30466;95;77;31200;60;32150;54;31982;35
5876115;5960105;434;30412;130;82;30382;91;75;30221;94;73;30954;59;31769;54;31602;35
5876116;5960105;433;30283;130;82;30237;90;73;30092;94;71;30825;59;31860;54;31693;35
5876117;5960105;438;30690;131;83;30500;98;82;30671;98;80;31404;61;32345;55;32178;36
5876118;5960105;439;30745;131;83;30500;98;82;30726;100;80;31459;61;30905;55;30738;36
5876119;5960105;415;29062;122;77;29040;86;68;28886;89;66;29619;56;30478;50;30311;32
5876120;5960105;414;28950;122;77;29016;86;67;28825;89;65;29558;56;30314;50;30146;32
5876121;5960105;418;29291;122;77;29190;87;72;29166;91;70;29899;56;30683;51;30515;33
5876122;5960105;421;29501;122;77;29190;91;75;29376;95;73;30109;56;30854;51;30719;33
5876123;5960105;387;27073;123;78;26724;111;99;31093;119;97;31826;56;30507;51;30371;33
5876124;5960105;381;26682;123;78;26724;116;103;31389;122;101;32122;56;30064;51;29928;33
5876125;5960105;378;26466;121;77;26403;111;100;31132;119;98;31865;55;29808;50;29673;33
5876126;5960105;379;26511;120;76;26305;116;104;31427;127;102;32161;55;29867;50;29732;33
5876127;5960105;389;27262;120;76;26263;84;57;27378;87;53;27378;54;30723;48;30556;29
5876128;5960105;386;26985;114;72;26813;82;53;26509;87;49;26509;54;30319;48;30151;29
5876129;5960105;382;26714;114;72;26801;77;51;26320;87;47;26320;54;30100;48;29933;29
5876130;5960105;377;26389;112;71;26319;84;58;26819;87;54;26819;53;29826;47;29659;29
5876131;5960105;376;26315;112;71;26202;84;59;26150;87;55;26150;53;29544;47;29377;29
5876132;5960105;372;26042;118;74;26411;84;61;26264;87;57;26264;53;30038;47;29871;29
5876133;5960105;361;25250;118;74;26411;94;73;27138;104;69;27138;53;30621;47;30454;29
5876134;5960105;357;24982;114;72;25282;91;70;26190;104;66;26190;54;29782;48;29615;30
5876135;5960105;357;25009;115;73;25540;94;70;26217;104;66;26217;54;30095;48;29928;30
5876136;5960105;374;26167;116;73;25594;106;86;27374;121;82;27374;54;30299;48;30132;30
5876137;5960105;369;25859;119;76;26291;103;82;27067;121;78;27067;56;30938;50;30771;32
5876138;5960105;370;25906;119;76;26291;103;83;27114;121;79;27114;56;31015;50;30847;32
5876139;5960105;374;26153;121;76;26544;106;86;27361;121;82;27361;57;31260;51;31093;32
5876140;5960105;-1;-1;126;80;27535;-1;-1;-1;-1;-1;-1;59;31498;53;31331;34
5876141;5960105;-1;-1;126;80;27535;-1;-1;-1;-1;-1;-1;59;31869;53;31702;34
5876142;5960105;337;23570;126;80;27535;102;83;24534;114;94;25542;59;32270;53;32103;34
5876143;5960105;346;24235;103;65;23730;108;93;25199;121;104;26206;51;26614;46;26479;29
5876144;5960105;332;23267;101;64;23094;95;79;24232;111;90;25239;50;26198;45;26063;28
5876145;5960105;331;23136;101;64;23094;92;77;24100;109;88;25108;50;25543;45;25407;28
5876146;5960105;331;23180;101;64;23094;92;78;24145;111;89;25152;50;26511;45;26376;28
5876147;5960105;334;23411;105;66;23885;98;81;24375;112;92;25382;52;26729;47;26594;30
5876148;5960105;318;22271;100;63;21967;89;69;24946;105;82;24904;51;28833;46;29142;29
5876149;5960105;316;22093;99;63;21899;85;67;24768;102;80;24726;51;28663;45;28972;29
5876150;5960105;313;21907;98;62;21767;81;63;25087;102;73;23744;51;28566;45;28875;29
5876151;5960105;311;21792;96;61;21539;78;58;24792;102;69;23449;50;28343;45;28653;28
5876152;5960105;309;21624;94;60;21434;74;53;24396;93;63;23079;50;28230;44;28539;28
5876153;5960105;312;21843;95;60;21665;74;56;24657;97;67;23315;51;28589;45;28898;28
5876154;5960105;322;22573;95;60;21729;89;74;25248;115;87;25263;53;29054;46;29364;29
5876155;5960105;322;22552;87;55;20034;89;73;25227;110;87;25242;53;28844;46;29154;29
5876156;5960105;278;19434;87;55;20034;78;67;22289;85;69;23187;48;25095;43;25095;26
5876157;5960105;275;19239;86;54;19805;75;64;25831;82;66;22991;48;24870;42;24870;26
5876158;5960105;275;19234;85;54;19419;75;64;25826;82;66;22987;47;24732;42;24732;26
5876159;5960105;280;19632;92;58;20294;78;70;26223;89;72;23384;50;25501;43;25501;27
5876160;5960105;281;19666;92;58;20294;78;70;26258;89;72;23418;49;23669;42;23669;26
5876161;5960105;257;18018;83;52;18341;75;67;23457;79;68;22745;48;23380;42;23380;25
5876162;5960105;257;17976;83;53;18369;81;73;21873;85;74;22788;48;23536;42;23536;26
5876163;5960105;254;17763;83;53;18323;79;70;21659;79;71;22574;48;23389;41;23389;26
5876164;5960105;248;17353;80;51;17687;75;66;21009;79;64;21009;47;22816;40;22816;25
5876165;5960105;246;17225;80;51;17646;74;64;20881;78;63;21212;47;22740;40;22740;24
5876166;5960105;241;16901;79;50;17424;63;51;20545;67;50;20545;44;22393;38;22393;24
5876167;5960105;241;16851;78;49;17199;65;54;20745;68;53;20745;44;22508;38;22386;23
5876168;5960105;256;17920;79;50;17237;73;59;17794;78;63;17932;45;22483;39;22362;24
5876169;5960105;241;16862;80;51;17201;75;63;21338;79;62;21338;42;22633;36;22633;22
5876170;5960105;230;16086;80;51;17921;75;63;17425;77;65;20202;42;21881;36;21881;22
5876171;5960105;246;17232;76;48;16821;89;76;18309;96;81;21348;42;22000;35;22000;21
5876172;5960105;232;16230;75;48;16726;67;52;16666;73;58;16820;42;22329;35;22329;21
